Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x72,x73,,x74,x75,x79,x81,x71
430,0.035123,0,0,0,0,0.01137,0,0,0,0,0,0,0.0083966,0.0385123,0.0138076,0.0167029,0,0,0.0389578,0,0.0379814,0.034896,0.0446195,0.0211596,0.00979021,0.00537891,0.0159584,0.0409989,0.00563503,0.00831343,0.00598122,0.00990298,0.0118974,0.00994857,0.0269716,0.0182316,0.0387117,0,0.0219059,0.0130072,0.0423947,0.011826,0.0221771,0.0430872,0,0,0.0328206,0,0.0505323,0.0218524,0.0356134,0.0184157,0.0179658,0.0165671,0.0189884,0.0501116,0.00956213,0.0135134,0.0082548,0.0113532,0.00764183,0.0214783,0.0100125,0.00708799,0.0152071,0.0380639,0.0101544,0.00932963,0.0197465,0.0330496,0,0,0,0,0,0,0,0
431,0.0354186,0,0,0,0,0.0112698,0,0,0,0,0,0,0.00792622,0.0384275,0.0135599,0.0165314,0,0,0.0393199,0,0.0378236,0.0351689,0.0443464,0.0211253,0.00976838,0.00541915,0.0160187,0.0415094,0.00545406,0.00825942,0.00580673,0.00969097,0.0116205,0.00973895,0.0266898,0.0175808,0.0391668,0,0.02202,0.0137154,0.0423578,0.0123719,0.0220846,0.0433789,0,0,0.0322547,0,0.0505302,0.0214833,0.03587,0.0192056,0.0179129,0.0165257,0.0190263,0.050321,0.00986137,0.0134116,0.00841591,0.0114157,0.00872299,0.0210963,0.01092,0.00839081,0.0155792,0.0380358,0.0102366,0.00917347,0.0198543,0.0333897,0,0,0,0,0,0,0,0
432,0.0363406,0,0,0,0,0.0119654,0,0,0,0,0,0,0.00798468,0.0384176,0.0133152,0.0163812,0,0,0.0392864,0,0.0378214,0.0351893,0.0441033,0.021003,0.00973648,0.0054433,0.0159543,0.0416397,0.00531796,0.00809154,0.00569524,0.0095491,0.0114249,0.00965655,0.0263928,0.0171462,0.0391514,0,0.0220597,0.0145429,0.0422628,0.0130542,0.0217579,0.0443776,0,0,0.0317179,0,0.0504525,0.0212507,0.0359576,0.0200509,0.017748,0.0164452,0.018846,0.0515264,0.00979144,0.0132785,0.00852126,0.0115069,0.00966704,0.0205697,0.011776,0.00965943,0.0159025,0.0385633,0.0101654,0.00914217,0.0204666,0.0339914,0,0,0,0,0,0,0,0
433,0.0364712,0,0,0,0,0.0112466,0,0,0,0,0,0,0.00869353,0.0384441,0.0131996,0.0161702,0,0,0.0401302,0,0.0377049,0.0357888,0.0438532,0.020537,0.00964874,0.00533166,0.0159413,0.0428134,0.00531399,0.00809016,0.00553109,0.00955153,0.0114558,0.00974591,0.0260537,0.017069,0.039821,0,0.0224623,0.0151886,0.0421762,0.0138897,0.021635,0.0441485,0,0,0.0312757,0,0.0504032,0.0208836,0.0358809,0.0211368,0.0175113,0.0162602,0.0189081,0.0510793,0.00974657,0.013051,0.00849866,0.011496,0.0105307,0.01997,0.0125907,0.0109947,0.0162876,0.0381046,0.0101531,0.00907589,0.0201347,0.0342949,0,0,0,0,0,0,0,0
434,0.0362868,0,0,0,0,0.0105023,0,0,0,0,0,0,0.00927639,0.0384215,0.0130209,0.015976,0,0,0.040535,0,0.0376056,0.0360585,0.0436369,0.0199293,0.00955746,0.00537585,0.0159218,0.0435552,0.00544652,0.00836179,0.00541184,0.00975001,0.011716,0.00987252,0.0257504,0.0169287,0.0401571,0,0.0226725,0.0161382,0.0421486,0.0149794,0.0216387,0.0438347,0,0,0.0310333,0,0.0503801,0.0205816,0.0358092,0.0224172,0.0171952,0.0160274,0.0190063,0.0505487,0.00980202,0.0127921,0.00855385,0.0114996,0.0115073,0.0193131,0.0133665,0.0123516,0.0167556,0.037779,0.0102649,0.00896023,0.0195382,0.0345075,0,0,0,0,0,0,0,0
435,0.0364524,0,0,0,0,0.0106871,0,0,0,0,0,0,0.00956321,0.0383607,0.0127894,0.0157814,0,0,0.0406404,0,0.0375298,0.036135,0.0434481,0.0194021,0.00946955,0.00543574,0.0159393,0.043915,0.00572552,0.00894525,0.00534396,0.0100328,0.01214,0.00994151,0.0255182,0.0166418,0.0402741,0,0.0227371,0.0172709,0.042098,0.0162168,0.0215628,0.0443408,0,0,0.0308889,0,0.0503373,0.020386,0.035818,0.0239749,0.0167528,0.0158095,0.0189176,0.0510788,0.00981213,0.0125408,0.00863168,0.0115409,0.0125491,0.0186261,0.0142446,0.0137132,0.0174188,0.038097,0.010422,0.00877163,0.0197622,0.0349048,0,0,0,0,0,0,0,0
436,0.0368966,0,0,0,0,0.0110859,0,0,0,0,0,0,0.00963538,0.0383585,0.0125147,0.0156581,0,0,0.0408129,0,0.0374956,0.0363266,0.0433121,0.0190009,0.00947342,0.0055501,0.0159053,0.0443727,0.00618397,0.00969883,0.00532879,0.0103201,0.0125651,0.0100121,0.0253387,0.0162092,0.0404417,0,0.0229113,0.0189769,0.0420364,0.0177527,0.0214154,0.0450778,0,0,0.030767,0,0.0503019,0.0202415,0.0358883,0.0258573,0.0164622,0.0154996,0.0188046,0.0517132,0.00979912,0.012332,0.00875186,0.0116395,0.0136852,0.0180768,0.0153215,0.0151797,0.0185335,0.0383717,0.0105377,0.00853536,0.0202413,0.0351432,0,0,0,0,0,0,0,0
437,0.0374713,0,0,0,0,0.0116037,0,0,0,0,0,0,0.00974351,0.0383683,0.0123016,0.0156206,0,0,0.0409494,0,0.0374626,0.036507,0.0433499,0.0188059,0.00958585,0.00571296,0.0157787,0.04485,0.00665565,0.0104055,0.00532144,0.0104967,0.0129661,0.0100767,0.0251693,0.0158884,0.0405292,0,0.0230729,0.0208912,0.0419279,0.0193148,0.0212224,0.0458518,0,0,0.0305683,0,0.0502402,0.0201253,0.0358524,0.0279155,0.0162413,0.015021,0.018658,0.0525206,0.00973009,0.0121529,0.00893609,0.0115241,0.0147174,0.0175229,0.0164428,0.0165807,0.0198303,0.0387912,0.0105633,0.00839955,0.0208381,0.0352903,0,0,0,0,0,0,0,0
438,0.037656,0,0,0,0,0.0120374,0,0,0,0,0,0,0.00989508,0.0383325,0.0122594,0.0156553,0,0,0.0410485,0,0.03736,0.036611,0.0434896,0.0188569,0.00968336,0.00586744,0.01566,0.0453633,0.00695572,0.0108038,0.00528074,0.0105437,0.0131969,0.0100961,0.0250141,0.0160483,0.0406056,0,0.0232735,0.0228734,0.041816,0.0209371,0.0210268,0.0464336,0,0,0.0303839,0,0.0501854,0.0200126,0.0358693,0.030106,0.0160077,0.0143936,0.0185908,0.0531776,0.00963025,0.0120504,0.00926242,0.0113228,0.0154112,0.0169438,0.0172528,0.0178252,0.0213008,0.0391713,0.0105364,0.00834868,0.0213953,0.0357164,0,0,0,0,0,0,0,0
439,0.0377045,0,0,0,0,0.0127745,0,0,0,0,0,0,0.0100364,0.0382603,0.0123488,0.0157584,0,0,0.0413655,0,0.0372016,0.03681,0.0435733,0.0189438,0.0096924,0.00595718,0.0156077,0.0461604,0.00707504,0.0107918,0.00525231,0.0105211,0.0129994,0.010086,0.0249379,0.0164115,0.0409205,0,0.0234708,0.0248125,0.041702,0.0225286,0.0207622,0.0472732,0,0,0.0301787,0,0.0501201,0.0198598,0.0358546,0.0322532,0.0157022,0.0136488,0.0185019,0.0541805,0.00950099,0.0121024,0.00977551,0.011072,0.0158003,0.0163908,0.0178688,0.0188139,0.0228967,0.0396564,0.010435,0.00843312,0.0223827,0.0359785,0,0,0,0,0,0,0,0
440,0.0380444,0,0,0,0,0.0133119,0,0,0,0,0,0,0.0103231,0.0382395,0.0124061,0.0159625,0,0,0.0413181,0,0.0371236,0.0366913,0.0435875,0.0188916,0.00969091,0.006007,0.0155914,0.0465572,0.00715998,0.0104449,0.00521336,0.0104637,0.0123635,0.0100668,0.0249299,0.0168909,0.0409125,0,0.0234385,0.0269521,0.0416124,0.0240581,0.0205747,0.0480467,0,0,0.0300482,0,0.050063,0.0197193,0.0357907,0.0342211,0.0153736,0.0128213,0.0184192,0.0550815,0.00937101,0.0122983,0.0104527,0.0109064,0.0161573,0.0158417,0.0185426,0.0196356,0.0245384,0.0399798,0.0102686,0.00847087,0.0229604,0.0361916,0,0,0,0,0,0,0,0
441,0.0381885,0,0,0,0,0.0138842,0,0,0,0,0,0,0.0106936,0.0382193,0.0123974,0.0161587,0,0,0.0414216,0,0.0370128,0.0367077,0.0435173,0.0187156,0.00967399,0.00593196,0.0156776,0.047146,0.00735909,0.00989891,0.00504314,0.0103347,0.0120991,0.0100591,0.0249015,0.0176402,0.0409568,0,0.0234935,0.0289224,0.0415287,0.0256443,0.0204303,0.04897,0,0,0.0298308,0,0.0500374,0.0194408,0.0355594,0.0358235,0.0150264,0.0119826,0.0183605,0.0558504,0.00910067,0.012633,0.0111204,0.0108116,0.0164941,0.0152478,0.0193542,0.0203599,0.0264521,0.0403603,0.0102427,0.00830961,0.0236368,0.0366521,0,0,0,0,0,0,0,0
442,0.0383307,0,0,0,0,0.0145106,0,0,0,0,0,0,0.0115323,0.0382291,0.0123764,0.0163096,0,0,0.041483,0,0.0369478,0.0367514,0.0433608,0.0183006,0.00966184,0.00575556,0.0158257,0.0476602,0.00735559,0.00929712,0.0048186,0.0101817,0.0121386,0.00998358,0.0247967,0.018668,0.0409389,0,0.0235524,0.0307652,0.0413839,0.0270196,0.0202151,0.0497838,0,0,0.0293867,0,0.0499565,0.0190848,0.0353839,0.0372115,0.0147132,0.0111295,0.0183474,0.0565993,0.00891611,0.0131297,0.0118831,0.010716,0.0167385,0.0147002,0.0201065,0.0209982,0.0282468,0.0407482,0.0106079,0.0079408,0.0243243,0.0371014,0,0,0,0,0,0,0,0
443,0.0383266,0,0,0,0,0.0143285,0,0,0,0,0,0,0.0125144,0.0382165,0.012361,0.0164139,0,0,0.0416985,0,0.0368254,0.0368901,0.0431581,0.0177004,0.00962901,0.00554806,0.0159412,0.0482914,0.00725037,0.00885707,0.00464749,0.0100716,0.012313,0.00989962,0.0246181,0.0199543,0.0410927,0,0.0236901,0.0323963,0.0412712,0.0283207,0.0199603,0.0497068,0,0,0.0288099,0,0.0498922,0.0187544,0.0353405,0.0386484,0.0144371,0.010129,0.0182772,0.0563665,0.00884362,0.0136841,0.0127048,0.010619,0.0170424,0.0142038,0.0208666,0.0216181,0.030012,0.0404416,0.0110798,0.00744057,0.0242508,0.0372907,0,0,0,0,0,0,0,0
444,0.0382984,0,0,0,0,0.0138023,0,0,0,0,0,0,0.013399,0.0382379,0.0123401,0.0164544,0,0,0.0416371,0,0.0367485,0.0368226,0.0430349,0.0170152,0.00956132,0.00536101,0.0160618,0.0485085,0.00722655,0.00868983,0.00455371,0.0100293,0.0125715,0.00987582,0.0243855,0.0212361,0.0410496,0,0.0237292,0.0336306,0.0412172,0.0295347,0.0197458,0.0492738,0,0,0.0280994,0,0.0498498,0.0185138,0.0355959,0.040042,0.01424,0.00910602,0.0181231,0.0558516,0.00867631,0.014257,0.0135398,0.010526,0.017468,0.0137573,0.0216494,0.0218093,0.0314469,0.0400601,0.0112366,0.00748383,0.0236965,0.0373005,0,0,0,0,0,0,0,0
445,0.0383027,0,0,0,0,0.0132805,0,0,0,0,0,0,0.014209,0.0382554,0.0121956,0.0164667,0,0,0.0414874,0,0.0367135,0.0367006,0.0429706,0.0163224,0.0094914,0.00522643,0.0162375,0.0486093,0.00735249,0.0088806,0.00449868,0.0100566,0.0129447,0.00982947,0.0241293,0.0224805,0.0409253,0,0.0237604,0.0346726,0.0412055,0.0305956,0.0195102,0.0489978,0,0,0.0273919,0,0.0498003,0.0183758,0.0358248,0.0412851,0.0140917,0.00833241,0.0180138,0.0552433,0.0085868,0.0148372,0.0143607,0.0104531,0.0181443,0.0133336,0.0222528,0.0220292,0.0326716,0.0399624,0.0111683,0.00754611,0.0230889,0.0373061,0,0,0,0,0,0,0,0
446,0.0383587,0,0,0,0,0.0128438,0,0,0,0,0,0,0.0150017,0.0382613,0.01186,0.0165123,0,0,0.0412589,0,0.0366813,0.0365532,0.0429224,0.0156784,0.00940783,0.00511713,0.0165324,0.0486315,0.00752206,0.0093236,0.00446877,0.0100811,0.0133679,0.00979183,0.0238407,0.0235064,0.0408001,0,0.0237869,0.0354703,0.041172,0.0312922,0.0192492,0.0486314,0,0,0.0274159,0,0.049751,0.0182419,0.0359131,0.0421125,0.0139878,0.00785414,0.0179875,0.054674,0.00858668,0.0154211,0.0151532,0.0103694,0.0187001,0.012864,0.0227396,0.0222089,0.0335944,0.0398607,0.011126,0.00748727,0.0225949,0.0372809,0,0,0,0,0,0,0,0
447,0.0384802,0,0,0,0,0.0124685,0,0,0,0,0,0,0.015647,0.0382905,0.0115623,0.0165542,0,0,0.041065,0,0.0366652,0.0364312,0.0428389,0.0151017,0.00930299,0.0050266,0.0168652,0.0486345,0.0076714,0.00991817,0.0044228,0.0100247,0.0136734,0.00971382,0.0235566,0.0242172,0.0407349,0,0.0238347,0.0360676,0.0411102,0.0318195,0.0189866,0.048385,0,0,0.0267926,0,0.0496447,0.0181853,0.0360848,0.0429862,0.0140716,0.00765036,0.0180214,0.0542063,0.00864049,0.0157537,0.016116,0.0103556,0.0188196,0.0124017,0.0231505,0.0220708,0.0339757,0.0398029,0.011188,0.00738702,0.0222183,0.0372509,0,0,0,0,0,0,0,0
448,0.0383973,0,0,0,0,0.0121574,0,0,0,0,0,0,0.0161681,0.0383023,0.0114453,0.0166311,0,0,0.0408175,0,0.0366247,0.0362843,0.0428147,0.0146464,0.00927763,0.00489251,0.0172149,0.0486578,0.0076983,0.0104473,0.00438363,0.00991996,0.0138405,0.00969843,0.0233424,0.0249189,0.0406288,0,0.0239011,0.0364746,0.0410636,0.0322733,0.0188424,0.0482029,0,0,0.0263907,0,0.0495764,0.0181303,0.0362292,0.0437483,0.0139859,0.00755553,0.0180808,0.0538535,0.00864827,0.0163309,0.0169298,0.0103896,0.0189034,0.0120529,0.0234582,0.0217464,0.0337025,0.0398566,0.0113178,0.00728085,0.0218447,0.0372573,0,0,0,0,0,0,0,0
449,0.0383481,0,0,0,0,0.0119472,0,0,0,0,0,0,0.0167114,0.0383021,0.0117216,0.0167715,0,0,0.0405477,0,0.0365569,0.036099,0.0427716,0.0142939,0.00929637,0.00471692,0.0175863,0.0486635,0.00764029,0.0108386,0.00430519,0.00974716,0.0138394,0.00963122,0.023189,0.0255628,0.0404584,0,0.0239616,0.0366875,0.0410101,0.0328253,0.0187833,0.0480925,0,0,0.0262924,0,0.0495216,0.018102,0.0361704,0.0443439,0.0137533,0.00769312,0.01821,0.053588,0.00854704,0.0171639,0.0175855,0.0104921,0.0189653,0.011784,0.023801,0.0214119,0.0329635,0.0398046,0.0113817,0.00727261,0.02158,0.0372966,0,0,0,0,0,0,0,0
450,0.0383439,0,0,0,0,0.0117831,0,0,0,0,0,0,0.0169929,0.0382573,0.011955,0.0169355,0,0,0.0403568,0,0.0364658,0.0359756,0.0427203,0.0140655,0.00930404,0.00452069,0.0178451,0.0486109,0.00755539,0.0109835,0.0043158,0.00951135,0.0136614,0.00952683,0.0230831,0.0260729,0.0403017,0,0.0239817,0.0366557,0.0409674,0.0335425,0.0187657,0.0480733,0,0,0.0262097,0,0.0494976,0.0180442,0.0360168,0.0452755,0.0135644,0.00804673,0.0181834,0.0533544,0.00843432,0.0177487,0.0182751,0.0105457,0.0190986,0.0115295,0.0239917,0.0212872,0.0317519,0.0398662,0.0115274,0.00729449,0.0213845,0.0373395,0,0,0,0,0,0,0,0
451,0.0383892,0,0,0,0,0.0116933,0,0,0,0,0,0,0.01722,0.0382995,0.0120628,0.0170949,0,0,0.0403084,0,0.0364786,0.0359911,0.0426406,0.0139151,0.00932862,0.00432939,0.0180192,0.0486169,0.00746425,0.0109408,0.00430887,0.00925695,0.0134306,0.0093374,0.0230082,0.0263993,0.0402052,0,0.0241109,0.0363564,0.0408981,0.0343826,0.0187538,0.0481065,0,0,0.0261596,0,0.0494322,0.0180663,0.0357511,0.0462076,0.0135539,0.00853571,0.0181694,0.0532212,0.00824371,0.0182708,0.0188366,0.0107124,0.0193494,0.0113187,0.024288,0.0212627,0.0303746,0.0398935,0.0115221,0.00736866,0.0212987,0.0373925,0,0,0,0,0,0,0,0
452,0.0387254,0,0,0,0,0.0115675,0,0,0,0,0,0,0.0158184,0.0382847,0.0112558,0.0169595,0,0,0.0420372,0,0.0365001,0.0369988,0.0428865,0.0131132,0.00898059,0.00456453,0.0167226,0.0486568,0.00752995,0.0103675,0.00500044,0.00868578,0.0124678,0.0088525,0.02246,0.0247528,0.0418768,0,0.024569,0.0376053,0.0408456,0.0383479,0.0197918,0.0479079,0,0,0.0258435,0,0.0493527,0.0178941,0.0368673,0.0529136,0.01719,0.0184546,0.0159797,0.0530572,0.00928243,0,0.0275176,0.0151118,0.0161914,0.0133797,0.0201312,0.0201674,0.0289192,0.0396263,0.0114827,0.00738725,0.0215197,0.0370818,0,0,0,0,0,0,0,0
453,0.038883,0,0,0,0,0.0115411,0,0,0,0,0,0,0.0161417,0.0382924,0.0113281,0.0169856,0,0,0.0419463,0,0.0364942,0.0368733,0.0428389,0.0128357,0.00898278,0.00431086,0.0167927,0.0486155,0.00762588,0.0102751,0.00497721,0.00847408,0.01233,0.00874194,0.0224051,0.0251064,0.0418233,0,0.0245781,0.0368143,0.040821,0.0393363,0.0197717,0.0477382,0,0,0.025965,0,0.049304,0.0179651,0.0367522,0.0541332,0.0171831,0.0185965,0.0160826,0.0528035,0.0093681,0,0.0278331,0.0156134,0.0161026,0.0131681,0.0202261,0.0202305,0.0276633,0.0395269,0.0112817,0.00740028,0.0214551,0.0371297,0,0,0,0,0,0,0,0
454,0.0391531,0,0,0,0,0.0130916,0,0,0,0,0,0,0.016564,0.0381778,0.0114578,0.0169581,0,0,0.0426942,0,0.0364004,0.0373454,0.0427071,0.0125562,0.00897094,0.00404485,0.0168937,0.0496274,0.00773089,0.0102739,0.00495354,0.00831411,0.0122598,0.00871992,0.0223418,0.0256196,0.0423877,0,0.0248824,0.0358402,0.0407808,0.03981,0.0196049,0.0488469,0,0,0.0255704,0,0.0492293,0.0176271,0.0365425,0.0548641,0.0170126,0.0186033,0.0161537,0.0539995,0.0094325,0,0.0280375,0.0161187,0.0160555,0.0129567,0.0202684,0.0203005,0.0264069,0.0400129,0.0111576,0.00725968,0.023472,0.0378002,0,0,0,0,0,0,0,0
455,0.038808,0,0,0,0,0.0123766,0,0,0,0,0,0,0.0169845,0.0382688,0.0116092,0.0170094,0,0,0.0427701,0,0.0362946,0.0374653,0.0425261,0.0122525,0.00888982,0.00387174,0.0170728,0.0495149,0.00786107,0.0103348,0.00500262,0.00822584,0.0123184,0.00873131,0.0222515,0.0263206,0.0423767,0,0.0250263,0.0349971,0.0407362,0.0401008,0.0193942,0.048191,0,0,0.0256981,0,0.0492352,0.0176719,0.0363334,0.0552528,0.0168889,0.0184829,0.0160803,0.0530232,0.00959175,0,0.0282755,0.0167478,0.0160964,0.0128441,0.0203721,0.0204607,0.0254095,0.0396013,0.0112394,0.00700765,0.0226579,0.0373437,0,0,0,0,0,0,0,0
456,0.0381259,0,0,0,0,0.0115777,0,0,0,0,0,0,0.0193449,0.0384072,0.0125363,0.0175123,0,0,0.0404542,0,0.0363224,0.0361383,0.0420893,0.0125812,0.00925531,0.0032802,0.0190868,0.0487676,0.00797839,0.0108744,0.00463537,0.00848968,0.0132777,0.00903146,0.0226167,0.0290895,0.0400909,0,0.0246262,0.0313425,0.0407019,0.0379734,0.0182886,0.0473895,0,0,0.0262888,0,0.0492083,0.0180748,0.0350435,0.0511013,0.0129369,0.00961746,0.0185268,0.0517316,0.00705908,0.0209408,0.0199525,0.0120677,0.020762,0.0099745,0.0256519,0.0231864,0.0229978,0.0393219,0.0112051,0.00722533,0.0210905,0.0372702,0,0,0,0,0,0,0,0
457,0.0378349,0,0,0,0,0.0111082,0,0,0,0,0,0,0.0198986,0.038374,0.0125914,0.0175807,0,0,0.0401763,0,0.0363025,0.0359241,0.0419555,0.0124374,0.00923528,0.00305096,0.0193511,0.0483745,0.007995,0.0109307,0.00473053,0.00833239,0.0132683,0.00896675,0.0225755,0.0295492,0.0397162,0,0.0245496,0.0305529,0.0406901,0.037921,0.0181655,0.0466558,0,0,0.0263883,0,0.0491718,0.0181444,0.0350521,0.0512146,0.0127793,0.0096814,0.0186122,0.050688,0.00695364,0.0212162,0.0200205,0.0122745,0.021101,0.00980906,0.0259371,0.024001,0.0219348,0.0389203,0.0113404,0.00729183,0.0204399,0.0371857,0,0,0,0,0,0,0,0
458,0.037643,0,0,0,0,0.0105187,0,0,0,0,0,0,0.0202687,0.0384069,0.0127412,0.0176833,0,0,0.0400465,0,0.0363335,0.0358354,0.0419021,0.0123809,0.00923918,0.00278256,0.0195492,0.048182,0.00786451,0.0107259,0.00481371,0.00809468,0.0130436,0.00890634,0.022607,0.0297437,0.0394824,0,0.0245695,0.0298049,0.0406516,0.0376968,0.0181773,0.0457689,0,0,0.0264777,0,0.0490811,0.01819,0.0350658,0.0511292,0.0127988,0.00977202,0.018722,0.0495073,0.00688568,0.0211203,0.0201453,0.0124066,0.0212947,0.0097307,0.0261058,0.0243637,0.0209283,0.0384532,0.0113802,0.00736973,0.0197773,0.037344,0,0,0,0,0,0,0,0
459,0.0370733,0,0,0,0,0.0103439,0,0,0,0,0,0,0.0204182,0.0385133,0.0129949,0.0177805,0,0,0.0397915,0,0.0364221,0.0357254,0.0418673,0.0124243,0.00928631,0.00261442,0.0195648,0.0477649,0.00761889,0.0102439,0.00494816,0.00780659,0.0126664,0.00882825,0.022693,0.0296191,0.0391686,0,0.0246184,0.0292948,0.0405134,0.0376161,0.018152,0.0450024,0,0,0.0258639,0,0.0488013,0.0178322,0.0348924,0.0510592,0.0127646,0.00970998,0.0187145,0.0485189,0.00675912,0.0213742,0.0201369,0.0123042,0.02147,0.00966074,0.0261384,0.0246137,0.019837,0.0379559,0,0.00679896,0.019572,0.0367663,0,0,0,0,0,0,0,0
460,0.0377932,0,0,0,0,0.00973839,0,0,0,0,0,0,0.0184177,0.0384873,0.0123411,0.0173374,0,0,0.0415158,0,0.0364627,0.036758,0.0421285,0.0120181,0.00882628,0.0034526,0.0179144,0.0477234,0.00725412,0.00914109,0.00554228,0.0071863,0.0114425,0.00840504,0.0224124,0.0271709,0.0409944,0,0.0249806,0.031171,0.0406482,0.0387058,0.0189993,0.0451354,0,0,0.0266037,0,0.0489714,0.0181951,0.0356882,0.0534315,0.0166525,0.017157,0.0161761,0.0486572,0.0100797,0,0.0281083,0.0178873,0.0167626,0.012473,0.0209847,0.0218881,0.0201602,0.0379909,0.0110991,0.00758538,0.0192997,0.0363114,0,0,0,0,0,0,0,0
461,0.037987,0,0,0,0,0.0102151,0,0,0,0,0,0,0.0184994,0.03849,0.0125148,0.0174306,0,0,0.041159,0,0.036506,0.036606,0.0421802,0.0120654,0.0088516,0.00360154,0.0181384,0.0473144,0.00692013,0.00859841,0.00573593,0.00699353,0.0111397,0.00835044,0.0225062,0.0272706,0.0406706,0,0.0249,0.0300769,0.0405993,0.0382546,0.0189923,0.0456962,0,0,0.0270976,0,0.0489312,0.0183178,0.0356556,0.0528679,0.0165223,0.0170525,0.0162712,0.0491271,0.00997092,0,0.0278003,0.0176903,0.0167614,0.0124672,0.0209152,0.0218357,0.0191953,0.0381638,0.0111003,0.00765007,0.0195886,0.0362427,0,0,0,0,0,0,0,0
462,0.037164,0,0,0,0,0.0109367,0,0,0,0,0,0,0.0202136,0.0385481,0.0133804,0.0180958,0,0,0.0389711,0,0.0365074,0.0353631,0.0419091,0.01285,0.0094818,0.00311618,0.0203582,0.0468864,0.00667376,0.00812265,0.0055264,0.00728804,0.0116251,0.00868818,0.0231233,0.0293079,0.038388,0,0.0244991,0.0264873,0.040375,0.0362063,0.0181273,0.0456069,0,0,0.0277112,0,0.0486933,0.0181036,0.0345994,0.0492759,0.0121858,0.00901982,0.019278,0.0487701,0.00653419,0.022053,0.0188055,0.0115064,0.0217518,0.00966089,0.0260284,0.024796,0.0165684,0.0381287,0,0.00696846,0.0197744,0.0365775,0,0,0,0,0,0,0,0
463,0.0378418,0,0,0,0,0.0110953,0,0,0,0,0,0,0.0205891,0.0385304,0.0135674,0.0181155,0,0,0.0390569,0,0.0364857,0.0353848,0.0418615,0.0128944,0.00958218,0.00302474,0.0205509,0.0470583,0.00674516,0.00748013,0.00572019,0.00711328,0.0114753,0.00859888,0.0231955,0.029719,0.0384419,0,0.0245192,0.0249637,0.0405152,0.0351669,0.0180967,0.0463837,0,0,0.0288113,0,0.0488444,0.0186232,0.0346101,0.0482214,0.0119565,0.00866976,0.0195163,0.0494375,0.00644277,0.0222701,0.0180175,0.0109329,0.0217225,0.00973405,0.0258078,0.024465,0.0153829,0.0389726,0.0110572,0.00776666,0.0197757,0.0371566,0,0,0,0,0,0,0,0
464,0.0381878,0,0,0,0,0.0117618,0,0,0,0,0,0,0.0203072,0.0385152,0.0133815,0.0181116,0,0,0.0391517,0,0.0365083,0.0354024,0.0419386,0.0128956,0.00977881,0.00367463,0.0201548,0.0467836,0.00666852,0.00650415,0.0060718,0.00692353,0.0110732,0.00846844,0.0231857,0.0293941,0.0384713,0,0.0245033,0.0234891,0.0404665,0.0343874,0.0182618,0.0471489,0,0,0.0289198,0,0.0488985,0.0186448,0.034697,0.0474319,0.0124664,0.00835145,0.0191741,0.0503089,0.00665066,0.0207791,0.0178374,0.0107816,0.0213279,0.00972042,0.0252293,0.0237926,0.0136721,0.0395878,0.0110265,0.00787113,0.0203072,0.0370861,0,0,0,0,0,0,0,0
465,0.0374433,0,0,0,0,0.0150225,0,0,0,0,0,0,0.013839,0.0382063,0.0105451,0.0173983,0,0,0.0440233,0,0.0361962,0.0383853,0.0378414,0.0118808,0.0103779,0.00639774,0.0182361,0.0489353,0.00820401,0.00714944,0.0064869,0.00732854,0.00962594,0.00786956,0.0229663,0.021472,0.0425654,0,0.0257236,0.0286287,0.0401222,0.0413909,0.0130579,0.047309,0,0,0.0277751,0,0.0485586,0.0176796,0,0.0603405,0.0147074,0.0173851,0.0183811,0.0513246,0.0146605,0,0.0303089,0.0154546,0.0145342,0.0134893,0.0199493,0.0218552,0.0124148,0.0395711,0,0.00724675,0.026028,0.0359203,0,0,0,0,0,0,0,0
466,0.0383125,0,0,0,0,0.0128596,0,0,0,0,0,0,0.0179804,0.0382466,0.0124163,0.0174373,0,0,0.0433509,0,0.0361526,0.0379756,0.0417757,0.0128306,0.00937925,0.00609505,0.0176953,0.0490519,0.00603354,0.00479846,0.00698215,0.00692052,0.00992618,0.00808828,0.0231335,0.0261546,0.0420091,0,0.0256208,0.0240271,0.0401321,0.0327729,0.0189936,0.0475414,0,0,0.0272335,0,0.048547,0.0173583,0.0356703,0.0458893,0.0162911,0.0153148,0.0160519,0.0506265,0.00948216,0,0.024269,0.0154585,0.015076,0.013263,0.019236,0.0186797,0.0122624,0.0390986,0,0.0073939,0.0228527,0.0373001,0,0,0,0,0,0,0,0
